"url","player_name","player_games_played","player_games_started","player_minutes_per_game","player_points_per_game","player_offensive_rebounds__per_game","player_defensive_rebounds_per_game","player_rebounds_per_game","player_assists_per_game","player_steals_per_game","player_blocks_per_game","player_turnovers_per_game","player_fouls_per_game","player_assist_to_turnover_ratio","team","season_type","season_year","player_id"
"https://www.espn.com/nba/player/_/id/1975/carmelo-anthony?year=2007-08&team=DEN","Carmelo Anthony",55,55,34.1,22.6,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,1.4,"NY","Not clear","2011-12",
"https://www.espn.com/nba/player/_/id/3137795/chris-chiozza?year=2019-20&team=WSH","Chris Chiozza",7,0,4.7,0.9,0.1,0.4,0.6,0.6,0.1,0.1,0.1,0.3,6,"HOU","Not clear","2018-19",
"https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey?year=2020-21&team=PHI","Tyrese Maxey",61,8,15.3,8,0.2,1.5,1.7,2,0.4,0.2,0.7,1.3,2.9,"PHI","Not clear","2020-21",
"https://www.espn.com/nba/player/_/id/3276/anthony-tolliver?year=2011-12&team=MIN","Anthony Tolliver",76,11,18.8,6.3,0.7,2.4,3.1,0.8,0.3,0.2,0.7,1.8,1.1,"Total","Postseason","2014-15",
"https://www.espn.com/nba/player/_/id/6429/alec-burks?year=2011-12&team=UTAH","Alec Burks",64,24,21.5,8.8,0.5,3.2,3.7,2,0.6,0.3,1,1.4,2,"Total","Postseason","2018-19",
"https://www.espn.com/nba/player/_/id/1721/roger-mason-jr?year=2006-07&team=WSH","Roger Mason Jr.",17,0,6.6,1.8,0.1,0.6,0.7,0.7,0.2,0,0.3,1.2,2.3,"CHI","Not clear","2002-03",
"https://www.espn.com/nba/player/_/id/26/chucky-atkins?year=2003-04&team=BOS","Chucky Atkins",28,2,19.7,6.7,0.4,1.2,1.6,2.5,0.5,0,1.1,2.1,2.3,"WSH","Regular season","2005-06",
"https://www.espn.com/nba/player/_/id/3191/corey-brewer?year=2016-17&team=HOU","Corey Brewer",80,17,26.1,11.5,1,2.7,3.7,2.2,1.4,0.2,1.6,2.2,1.4,"Total","Postseason","2014-15",
"https://www.espn.com/nba/player/_/id/2490589/isaiah-canaan","Isaiah Canaan",22,0,11.5,4.6,0.3,0.8,1.1,1,0.4,0.2,1,1.1,1,"HOU","Not clear","2013-14",
"https://www.espn.com/nba/player/_/id/3023/leon-powe?year=2010-11&team=CLE","Leon Powe",63,2,11.4,4.2,1.5,1.9,3.4,0.2,0.2,0.3,0.7,1.7,0.3,"BOS","Not clear","2006-07",
"https://www.espn.com/nba/player/stats/_/id/4360/manny-harris","Manny Harris",54,15,17.3,5.9,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,1.3,"CLE","Not clear","2010-11",
"https://www.espn.com/nba/player/stats/_/id/6634/hollis-thompson","Hollis Thompson",77,41,22.6,6,0.9,2.3,3.2,0.9,0.7,0.2,0.8,1.9,1.1,"PHI","Not clear","2013-14",
"https://www.espn.com/nba/player/_/id/2327832/trey-mckinney-jones?year=2017-18&team=IND","Trey McKinney-Jones",1,0,1,0,0,0,0,0,0,0,0,0,0,"IND","Not clear","2017-18",
"https://www.espn.com/nba/player/stats/_/id/4278129/deandre-ayton","Deandre Ayton",71,70,30.7,16.3,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,1,"PHX","Not clear","2018-19",
"https://www.espn.com/nba/player/_/id/4433249/moussa-diabate?year=2022-23&team=LAC","Moussa Diabate",22,1,8.9,2.7,1.4,0.9,2.3,0.2,0.3,0.4,0.4,0.7,0.5,"LAC","Not clear","2022-23",
"https://www.espn.com/nba/player/_/id/848/john-thomas","John Thomas",33,2,11.2,3.3,1,1.2,2.1,0.4,0.6,0.3,1,2,0.4,"BOS","Regular season","1997-98",
"https://www.espn.com/nba/player/_/id/770/brian-shaw?year=2001-02&team=LAL","Brian Shaw",77,31,24.2,7.2,0.6,1.9,2.5,4.1,0.9,0.3,2.2,2.6,1.9,"ORL","Not clear","1996-97",
"https://www.espn.com/nba/player/_/id/2284046/omari-johnson?year=2017-18&team=MEM","Omari Johnson",4,0,18.8,5.5,1,1.8,2.8,1.8,0.5,0,0.8,1.5,2.3,"MEM","Not clear","2017-18",
"https://www.espn.com/nba/player/_/id/2326411/james-nunnally?year=2018-19&team=HOU","James Nunnally",4,0,13.5,4.5,0.3,1.8,2,0.5,0.3,0.3,1,0.5,0.5,"ATL","Regular season","2013-14",
